Column1,Column2,Column3
"POLYGON ((135.523588 34.770353, 135.522024 34.770237, 135.520511 34.769894, 135.519096 34.769334, 135.517826 34.768576, 135.516741 34.767644, 135.515876 34.766567, 135.515259 34.765381, 135.514909 34.764123, 135.514839 34.762835, 135.51505 34.761557, 135.515535 34.76033, 135.516279 34.759194, 135.517258 34.758186, 135.518441 34.757337, 135.519788 34.756676, 135.521258 34.756223, 135.522803 34.755992, 135.524373 34.755992, 135.525918 34.756223, 135.527388 34.756676, 135.528735 34.757337, 135.529918 34.758186, 135.530897 34.759194, 135.531641 34.76033, 135.532126 34.761557, 135.532337 34.762835, 135.532267 34.764123, 135.531917 34.765381, 135.5313 34.766567, 135.530435 34.767644, 135.52935 34.768576, 135.52808 34.769334, 135.526665 34.769894, 135.525152 34.770237, 135.523588 34.770353))",êÅìc 800m radius,
POINT (135.509252 34.764352 0.0),ñLí√,
"POLYGON ((135.509252 34.771547, 135.507688 34.771431, 135.506174 34.771088, 135.50476 34.770528, 135.50349 34.76977, 135.502405 34.768838, 135.50154 34.767761, 135.500923 34.766575, 135.500573 34.765317, 135.500503 34.764029, 135.500714 34.762751, 135.501199 34.761524, 135.501943 34.760388, 135.502922 34.75938, 135.504105 34.758531, 135.505452 34.75787, 135.506922 34.757417, 135.508467 34.757186, 135.510037 34.757186, 135.511582 34.757417, 135.513052 34.75787, 135.514399 34.758531, 135.515582 34.75938, 135.516561 34.760388, 135.517305 34.761524, 135.51779 34.762751, 135.518001 34.764029, 135.517931 34.765317, 135.517581 34.766575, 135.516964 34.767761, 135.516099 34.768838, 135.515014 34.76977, 135.513744 34.770528, 135.51233 34.771088, 135.510816 34.771431, 135.509252 34.771547))",ñLí√ 800m radius,
POINT (135.509103 34.769404 0.0),ä÷êºëÂäwëÊàÍçÇìôäwçZ,561.9 m from ñLí√
POINT (135.509844 34.770236 0.0),ä÷êºëÂäwëÊàÍíÜäwçZ,656.4 m from ñLí√
POINT (135.50604 34.771091 0.0),ä÷ëÂëO,
"POLYGON ((135.50604 34.778286, 135.504476 34.77817, 135.502962 34.777827, 135.501547 34.777267, 135.500277 34.776509, 135.499192 34.775577, 135.498327 34.7745, 135.49771 34.773314, 135.497361 34.772056, 135.49729 34.770768, 135.497501 34.76949, 135.497987 34.768263, 135.498731 34.767127, 135.49971 34.766119, 135.500892 34.76527, 135.50224 34.764609, 135.50371 34.764156, 135.505255 34.763925, 135.506825 34.763925, 135.50837 34.764156, 135.50984 34.764609, 135.511188 34.76527, 135.51237 34.766119, 135.513349 34.767127, 135.514093 34.768263, 135.514579 34.76949, 135.51479 34.770768, 135.514719 34.772056, 135.51437 34.773314, 135.513753 34.7745, 135.512888 34.775577, 135.511803 34.776509, 135.510533 34.777267, 135.509118 34.777827, 135.507604 34.77817, 135.50604 34.778286))",ä÷ëÂëO 800m radius,
POINT (135.509103 34.769404 0.0),ä÷êºëÂäwëÊàÍçÇìôäwçZ,336.9 m from ä÷ëÂëO
POINT (135.509844 34.770236 0.0),ä÷êºëÂäwëÊàÍíÜäwçZ,360.2 m from ä÷ëÂëO
POINT (135.502197 34.772638 0.0),êÅìcésóßëÊàÍíÜäwçZ,390.9 m from ä÷ëÂëO
POINT (135.505413 34.779209 0.0),êÁó¢éR,
"POLYGON ((135.505413 34.786404, 135.503849 34.786288, 135.502335 34.785945, 135.50092 34.785385, 135.499649 34.784627, 135.498564 34.783695, 135.497699 34.782618, 135.497082 34.781432, 135.496733 34.780174, 135.496662 34.778886, 135.496873 34.777608, 135.497359 34.776381, 135.498103 34.775245, 135.499082 34.774237, 135.500265 34.773388, 135.501613 34.772727, 135.503083 34.772274, 135.504628 34.772043, 135.506198 34.772043, 135.507743 34.772274, 135.509213 34.772727, 135.510561 34.773388, 135.511744 34.774237, 135.512723 34.775245, 135.513467 34.776381, 135.513953 34.777608, 135.514164 34.778886, 135.514093 34.780174, 135.513744 34.781432, 135.513127 34.782618, 135.512262 34.783695, 135.511177 34.784627, 135.509906 34.785385, 135.508491 34.785945, 135.506977 34.786288, 135.505413 34.786404))",êÁó¢éR 800m radius,
POINT (135.502197 34.772638 0.0),êÅìcésóßëÊàÍíÜäwçZ,787.6 m from êÁó¢éR
POINT (135.508743 34.792555 0.0),ìÏêÁó¢,
"POLYGON ((135.508743 34.79975, 135.507179 34.799634, 135.505664 34.799291, 135.504249 34.798731, 135.502979 34.797973, 135.501893 34.797041, 135.501028 34.795964, 135.500411 34.794778, 135.500061 34.79352, 135.499991 34.792232, 135.500202 34.790954, 135.500687 34.789727, 135.501432 34.788591, 135.502411 34.787583, 135.503594 34.786734, 135.504942 34.786073, 135.506413 34.78562, 135.507958 34.785389, 135.509528 34.785389, 135.511073 34.78562, 135.512544 34.786073, 135.513892 34.786734, 135.515075 34.787583, 135.516054 34.788591, 135.516799 34.789727, 135.517284 34.790954, 135.517495 34.792232, 135.517425 34.79352, 135.517075 34.794778, 135.516458 34.795964, 135.515593 34.797041, 135.514507 34.797973, 135.513237 34.798731, 135.511822 34.799291, 135.510307 34.799634, 135.508743 34.79975))",ìÏêÁó¢ 800m radius,
POINT (135.504263 34.795887 0.0),êÅìcésóßí|å©ë‰íÜäwçZ,551.9 m from ìÏêÁó¢
POINT (135.515604 34.803858 0.0),éRìc,
"POLYGON ((135.515604 34.811053, 135.514039 34.810937, 135.512525 34.810594, 135.51111 34.810034, 135.509839 34.809276, 135.508753 34.808344, 135.507888 34.807267, 135.507271 34.806081, 135.506921 34.804823, 135.506851 34.803535, 135.507062 34.802257, 135.507547 34.80103, 135.508292 34.799894, 135.509271 34.798886, 135.510454 34.798037, 135.511803 34.797376, 135.513273 34.796923, 135.514819 34.796692, 135.516389 34.796692, 135.517935 34.796923, 135.519405 34.797376, 135.520754 34.798037, 135.521937 34.798886, 135.522916 34.799894, 135.523661 34.80103, 135.524146 34.802257, 135.524357 34.803535, 135.524287 34.804823, 135.523937 34.806081, 135.52332 34.807267, 135.522455 34.808344, 135.521369 34.809276, 135.520098 34.810034, 135.518683 34.810594, 135.517169 34.810937, 135.515604 34.811053))",éRìc 800m radius,
POINT (135.515159 34.799236 0.0),ëÂç„ï{óßêÁó¢çÇìôäwçZ,515.6 m from éRìc
POINT (135.511056 34.820032 0.0),ñkêÁó¢,
"POLYGON ((135.511056 34.827227, 135.509491 34.827111, 135.507976 34.826768, 135.506561 34.826208, 135.50529 34.82545, 135.504204 34.824518, 135.503338 34.823441, 135.502721 34.822255, 135.502371 34.820997, 135.502301 34.819709, 135.502512 34.818431, 135.502998 34.817204, 135.503742 34.816068, 135.504722 34.81506, 135.505905 34.814211, 135.507254 34.81355, 135.508725 34.813097, 135.51027 34.812866, 135.511842 34.812866, 135.513387 34.813097, 135.514858 34.81355, 135.516207 34.814211, 135.51739 34.81506, 135.51837 34.816068, 135.519114 34.817204, 135.5196 34.818431, 135.519811 34.819709, 135.519741 34.820997, 135.519391 34.822255, 135.518774 34.823441, 135.517908 34.824518, 135.516822 34.82545, 135.515551 34.826208, 135.514136 34.826768, 135.512621 34.827111, 135.511056 34.827227))",ñkêÁó¢ 800m radius,
POINT (135.508637 34.822462 0.0),êÅìcésóßê¬éRë‰íÜäwçZ,348.9 m from ñkêÁó¢
POINT (135.533054 34.750269 0.0),è„êVèØ,
"POLYGON ((135.533054 34.757464, 135.53149 34.757348, 135.529977 34.757005, 135.528563 34.756445, 135.527293 34.755687, 135.526208 34.754755, 135.525343 34.753678, 135.524726 34.752492, 135.524377 34.751234, 135.524307 34.749946, 135.524517 34.748668, 135.525003 34.747441, 135.525747 34.746305, 135.526725 34.745297, 135.527908 34.744448, 135.529255 34.743787, 135.530725 34.743334, 135.532269 34.743103, 135.533839 34.743103, 135.535383 34.743334, 135.536853 34.743787, 135.5382 34.744448, 135.539383 34.745297, 135.540361 34.746305, 135.541105 34.747441, 135.541591 34.748668, 135.541801 34.749946, 135.541731 34.751234, 135.541382 34.752492, 135.540765 34.753678, 135.5399 34.754755, 135.538815 34.755687, 135.537545 34.756445, 135.536131 34.757005, 135.534618 34.757348, 135.533054 34.757464))",è„êVèØ 800m radius,
POINT (135.529978 34.745435 0.0),ä÷êºëÂäwñkózçÇìôäwçZ,606.6 m from è„êVèØ
POINT (135.533612 34.757643 0.0),ëäêÏ,
"POLYGON ((135.533612 34.764838, 135.532048 34.764722, 135.530535 34.764379, 135.52912 34.763819, 135.52785 34.763061, 135.526765 34.762129, 135.5259 34.761052, 135.525283 34.759866, 135.524934 34.758608, 135.524864 34.75732, 135.525075 34.756042, 135.52556 34.754815, 135.526304 34.753679, 135.527283 34.752671, 135.528465 34.751822, 135.529813 34.751161, 135.531282 34.750708, 135.532827 34.750477, 135.534397 34.750477, 135.535942 34.750708, 135.537411 34.751161, 135.538759 34.751822, 135.539941 34.752671, 135.54092 34.753679, 135.541664 34.754815, 135.542149 34.756042, 135.54236 34.75732, 135.54229 34.758608, 135.541941 34.759866, 135.541324 34.761052, 135.540459 34.762129, 135.539374 34.763061, 135.538104 34.763819, 135.536689 34.764379, 135.535176 34.764722, 135.533612 34.764838))",ëäêÏ 800m radius,
POINT (135.535694 34.75881 0.0),ëÂç„çÇìôäwçZ,230.2 m from ëäêÏ
POINT (135.53802 34.758864 0.0),ëÂç„ê¨Ê¸èóéqçÇìôäwçZ,424.9 m from ëäêÏ
POINT (135.545786 34.775676 0.0),ê≥êù,
"POLYGON ((135.545786 34.782871, 135.544222 34.782755, 135.542708 34.782412, 135.541293 34.781852, 135.540023 34.781094, 135.538938 34.780162, 135.538073 34.779085, 135.537455 34.777899, 135.537106 34.776641, 135.537036 34.775353, 135.537247 34.774075, 135.537732 34.772848, 135.538476 34.771712, 135.539455 34.770704, 135.540638 34.769855, 135.541986 34.769194, 135.543456 34.768741, 135.545001 34.76851, 135.546571 34.76851, 135.548116 34.768741, 135.549586 34.769194, 135.550934 34.769855, 135.552117 34.770704, 135.553096 34.771712, 135.55384 34.772848, 135.554325 34.774075, 135.554536 34.775353, 135.554466 34.776641, 135.554117 34.777899, 135.553499 34.779085, 135.552634 34.780162, 135.551549 34.781094, 135.550279 34.781852, 135.548864 34.782412, 135.54735 34.782755, 135.545786 34.782871))",ê≥êù 800m radius,
POINT (135.549328 34.777749 0.0),ëÂç„åOâpèóäwâ@çÇìôäwçZ,397.3 m from ê≥êù
POINT (135.549646 34.777487 0.0),ëÂç„åOâpèóäwâ@íÜäwçZ,406.0 m from ê≥êù
POINT (135.540734 34.775155 0.0),ëÂç„äwâ@ëÂäwçÇìôäwçZ,465.1 m from ê≥êù
POINT (135.553931 34.786749 0.0),ê€í√és,
"POLYGON ((135.553931 34.793944, 135.552367 34.793828, 135.550853 34.793485, 135.549438 34.792925, 135.548167 34.792167, 135.547082 34.791235, 135.546217 34.790158, 135.545599 34.788972, 135.54525 34.787714, 135.54518 34.786426, 135.545391 34.785148, 135.545876 34.783921, 135.54662 34.782785, 135.5476 34.781777, 135.548782 34.780928, 135.55013 34.780267, 135.551601 34.779814, 135.553146 34.779583, 135.554716 34.779583, 135.556261 34.779814, 135.557732 34.780267, 135.55908 34.780928, 135.560262 34.781777, 135.561242 34.782785, 135.561986 34.783921, 135.562471 34.785148, 135.562682 34.786426, 135.562612 34.787714, 135.562263 34.788972, 135.561645 34.790158, 135.56078 34.791235, 135.559695 34.792167, 135.558424 34.792925, 135.557009 34.793485, 135.555495 34.793828, 135.553931 34.793944))",ê€í√és 800m radius,
POINT (135.554833 34.783883 0.0),ê€í√ésóßëÊàÍíÜäwçZ,329.2 m from ê€í√és
POINT (135.559756 34.785202 0.0),ê€í√ésóßëÊéOíÜäwçZ,559.0 m from ê€í√és
POINT (135.560285 34.78688 0.0),ëÂç„ï{óßê€í√çÇìôäwçZ,580.5 m from ê€í√és
POINT (135.554969 34.779872 0.0),êØ„ƒçÇìôäwçZ,770.5 m from ê€í√és
POINT (135.565179 34.802357 0.0),ìÏàÔñÿ,
"POLYGON ((135.565179 34.809552, 135.563614 34.809436, 135.5621 34.809093, 135.560685 34.808533, 135.559414 34.807775, 135.558328 34.806843, 135.557463 34.805766, 135.556846 34.80458, 135.556496 34.803322, 135.556426 34.802034, 135.556637 34.800756, 135.557123 34.799529, 135.557867 34.798393, 135.558846 34.797385, 135.560029 34.796536, 135.561378 34.795875, 135.562848 34.795422, 135.564394 34.795191, 135.565964 34.795191, 135.56751 34.795422, 135.56898 34.795875, 135.570329 34.796536, 135.571512 34.797385, 135.572491 34.798393, 135.573235 34.799529, 135.573721 34.800756, 135.573932 34.802034, 135.573862 34.803322, 135.573512 34.80458, 135.572895 34.805766, 135.57203 34.806843, 135.570944 34.807775, 135.569673 34.808533, 135.568258 34.809093, 135.566744 34.809436, 135.565179 34.809552))",ìÏàÔñÿ 800m radius,
POINT (135.575838 34.816664 0.0),àÔñÿés,
"POLYGON ((135.575838 34.823859, 135.574273 34.823743, 135.572759 34.8234, 135.571343 34.82284, 135.570072 34.822082, 135.568986 34.82115, 135.568121 34.820073, 135.567503 34.818887, 135.567154 34.817629, 135.567083 34.816341, 135.567295 34.815063, 135.56778 34.813836, 135.568525 34.8127, 135.569504 34.811692, 135.570687 34.810843, 135.572036 34.810182, 135.573507 34.809729, 135.575053 34.809498, 135.576623 34.809498, 135.578169 34.809729, 135.57964 34.810182, 135.580989 34.810843, 135.582172 34.811692, 135.583151 34.8127, 135.583896 34.813836, 135.584381 34.815063, 135.584593 34.816341, 135.584522 34.817629, 135.584173 34.818887, 135.583555 34.820073, 135.58269 34.82115, 135.581604 34.822082, 135.580333 34.82284, 135.578917 34.8234, 135.577403 34.823743, 135.575838 34.823859))",àÔñÿés 800m radius,
POINT (135.579953 34.819599 0.0),àÔñÿésóßìåíÜäwçZ,497.6 m from àÔñÿés
POINT (135.570776 34.813485 0.0),ëÂç„ï{óßàÔñÿçÇìôäwçZ,581.9 m from àÔñÿés
POINT (135.568175 34.81777 0.0),àÔñÿésóßó{ê∏íÜäwçZ,710.2 m from àÔñÿés
POINT (135.58462 34.826981 0.0),ëçéùéõ,
"POLYGON ((135.58462 34.834176, 135.583055 34.83406, 135.58154 34.833717, 135.580124 34.833157, 135.578853 34.832399, 135.577767 34.831467, 135.576902 34.83039, 135.576284 34.829204, 135.575935 34.827946, 135.575864 34.826658, 135.576075 34.82538, 135.576561 34.824153, 135.577306 34.823017, 135.578285 34.822009, 135.579469 34.82116, 135.580818 34.820499, 135.582289 34.820046, 135.583834 34.819815, 135.585406 34.819815, 135.586951 34.820046, 135.588422 34.820499, 135.589771 34.82116, 135.590955 34.822009, 135.591934 34.823017, 135.592679 34.824153, 135.593165 34.82538, 135.593376 34.826658, 135.593305 34.827946, 135.592956 34.829204, 135.592338 34.83039, 135.591473 34.831467, 135.590387 34.832399, 135.589116 34.833157, 135.5877 34.833717, 135.586185 34.83406, 135.58462 34.834176))",ëçéùéõ 800m radius,
POINT (135.57649 34.828833 0.0),àÔñÿésóßéOìáíÜäwçZ,770.1 m from ëçéùéõ
POINT (135.592598 34.83512 0.0),ïxìc,
"POLYGON ((135.592598 34.842315, 135.591033 34.842199, 135.589518 34.841856, 135.588102 34.841296, 135.586831 34.840538, 135.585745 34.839606, 135.584879 34.838529, 135.584261 34.837343, 135.583912 34.836085, 135.583842 34.834797, 135.584053 34.833519, 135.584538 34.832292, 135.585283 34.831156, 135.586263 34.830148, 135.587446 34.829299, 135.588795 34.828638, 135.590266 34.828185, 135.591812 34.827954, 135.593384 34.827954, 135.59493 34.828185, 135.596401 34.828638, 135.59775 34.829299, 135.598933 34.830148, 135.599913 34.831156, 135.600658 34.832292, 135.601143 34.833519, 135.601354 34.834797, 135.601284 34.836085, 135.600935 34.837343, 135.600317 34.838529, 135.599451 34.839606, 135.598365 34.840538, 135.597094 34.841296, 135.595678 34.841856, 135.594163 34.842199, 135.592598 34.842315))",ïxìc 800m radius,
POINT (135.592122 34.839458 0.0),ésóßëÊélíÜäwçZ,484.4 m from ïxìc
POINT (135.623241 34.849915 0.0),çÇíŒés,
"POLYGON ((135.623241 34.85711, 135.621675 34.856994, 135.62016 34.856651, 135.618744 34.856091, 135.617473 34.855333, 135.616386 34.854401, 135.615521 34.853324, 135.614903 34.852138, 135.614553 34.85088, 135.614483 34.849592, 135.614694 34.848314, 135.61518 34.847087, 135.615925 34.845951, 135.616905 34.844943, 135.618088 34.844094, 135.619437 34.843433, 135.620909 34.84298, 135.622455 34.842749, 135.624027 34.842749, 135.625573 34.84298, 135.627045 34.843433, 135.628394 34.844094, 135.629577 34.844943, 135.630557 34.845951, 135.631302 34.847087, 135.631788 34.848314, 135.631999 34.849592, 135.631929 34.85088, 135.631579 34.852138, 135.630961 34.853324, 135.630096 34.854401, 135.629009 34.855333, 135.627738 34.856091, 135.626322 34.856651, 135.624807 34.856994, 135.623241 34.85711))",çÇíŒés 800m radius,
POINT (135.628231 34.848236 0.0),éÑóßçÇíŒíÜäwçZ,492.1 m from çÇíŒés
POINT (135.628231 34.848211 0.0),éÑóßçÇíŒçÇìôäwçZ,493.2 m from çÇíŒés
POINT (135.623162 34.843731 0.0),ésóßëÊàÍíÜäwçZ,687.6 m from çÇíŒés
POINT (135.661763 34.87208 0.0),è„ñq,
"POLYGON ((135.661763 34.879275, 135.660197 34.879159, 135.658681 34.878816, 135.657265 34.878256, 135.655993 34.877498, 135.654907 34.876566, 135.654041 34.875489, 135.653423 34.874303, 135.653073 34.873045, 135.653003 34.871757, 135.653214 34.870479, 135.6537 34.869252, 135.654445 34.868116, 135.655425 34.867108, 135.656609 34.866259, 135.657958 34.865598, 135.65943 34.865145, 135.660977 34.864914, 135.662549 34.864914, 135.664096 34.865145, 135.665568 34.865598, 135.666917 34.866259, 135.668101 34.867108, 135.669081 34.868116, 135.669826 34.869252, 135.670312 34.870479, 135.670523 34.871757, 135.670453 34.873045, 135.670103 34.874303, 135.669485 34.875489, 135.668619 34.876566, 135.667533 34.877498, 135.666261 34.878256, 135.664845 34.878816, 135.663329 34.879159, 135.661763 34.879275))",è„ñq 800m radius,
POINT (135.663459 34.870096 0.0),ã‡åıëÂç„íÜäwçZÅEçÇìôäwçZ,269.5 m from è„ñq
POINT (135.667579 34.877575 0.0),êÖñ≥ê£,
"POLYGON ((135.667579 34.88477, 135.666013 34.884654, 135.664497 34.884311, 135.663081 34.883751, 135.661809 34.882993, 135.660722 34.882061, 135.659856 34.880984, 135.659238 34.879798, 135.658888 34.87854, 135.658818 34.877252, 135.659029 34.875974, 135.659515 34.874747, 135.66026 34.873611, 135.661241 34.872603, 135.662425 34.871754, 135.663774 34.871093, 135.665246 34.87064, 135.666793 34.870409, 135.668365 34.870409, 135.669912 34.87064, 135.671384 34.871093, 135.672733 34.871754, 135.673917 34.872603, 135.674898 34.873611, 135.675643 34.874747, 135.676129 34.875974, 135.67634 34.877252, 135.67627 34.87854, 135.67592 34.879798, 135.675302 34.880984, 135.674436 34.882061, 135.673349 34.882993, 135.672077 34.883751, 135.670661 34.884311, 135.669145 34.884654, 135.667579 34.88477))",êÖñ≥ê£ 800m radius,
POINT (135.667273 34.879408 0.0),ìáñ{í¨óßëÊàÍíÜäwçZ,205.8 m from êÖñ≥ê£
POINT (135.681621 34.891431 0.0),ëÂéRçË,
"POLYGON ((135.681621 34.898626, 135.680055 34.89851, 135.678539 34.898167, 135.677122 34.897607, 135.67585 34.896849, 135.674763 34.895917, 135.673897 34.89484, 135.673279 34.893654, 135.672929 34.892396, 135.672859 34.891108, 135.67307 34.88983, 135.673556 34.888603, 135.674301 34.887467, 135.675282 34.886459, 135.676466 34.88561, 135.677816 34.884949, 135.679288 34.884496, 135.680835 34.884265, 135.682407 34.884265, 135.683954 34.884496, 135.685426 34.884949, 135.686776 34.88561, 135.68796 34.886459, 135.688941 34.887467, 135.689686 34.888603, 135.690172 34.88983, 135.690383 34.891108, 135.690313 34.892396, 135.689963 34.893654, 135.689345 34.89484, 135.688479 34.895917, 135.687392 34.896849, 135.68612 34.897607, 135.684703 34.898167, 135.683187 34.89851, 135.681621 34.898626))",ëÂéRçË 800m radius,
POINT (135.688583 34.913185 0.0),êºéRìVâ§éR,
"POLYGON ((135.688583 34.92038, 135.687016 34.920264, 135.6855 34.919921, 135.684083 34.919361, 135.68281 34.918603, 135.681723 34.917671, 135.680857 34.916594, 135.680239 34.915408, 135.679889 34.91415, 135.679818 34.912862, 135.680029 34.911584, 135.680516 34.910357, 135.681261 34.909221, 135.682242 34.908213, 135.683426 34.907364, 135.684777 34.906703, 135.686249 34.90625, 135.687797 34.906019, 135.689369 34.906019, 135.690917 34.90625, 135.692389 34.906703, 135.69374 34.907364, 135.694924 34.908213, 135.695905 34.909221, 135.69665 34.910357, 135.697137 34.911584, 135.697348 34.912862, 135.697277 34.91415, 135.696927 34.915408, 135.696309 34.916594, 135.695443 34.917671, 135.694356 34.918603, 135.693083 34.919361, 135.691666 34.919921, 135.69015 34.920264, 135.688583 34.92038))",êºéRìVâ§éR 800m radius,
POINT (135.69545 34.914006 0.0),óßñΩäŸíÜäwçZÅEçÇìôäwçZ,632.7 m from êºéRìVâ§éR
POINT (135.693591 34.918668 0.0),ï{óßâ≥åPçÇìôäwçZ,761.7 m from êºéRìVâ§éR
POINT (135.692693 34.925325 0.0),í∑â™ìVê_,
"POLYGON ((135.692693 34.93252, 135.691126 34.932404, 135.689609 34.932061, 135.688192 34.931501, 135.686919 34.930743, 135.685832 34.929811, 135.684965 34.928734, 135.684347 34.927548, 135.683997 34.92629, 135.683927 34.925002, 135.684138 34.923724, 135.684624 34.922497, 135.68537 34.921361, 135.686351 34.920353, 135.687536 34.919504, 135.688886 34.918843, 135.690359 34.91839, 135.691906 34.918159, 135.69348 34.918159, 135.695027 34.91839, 135.6965 34.918843, 135.69785 34.919504, 135.699035 34.920353, 135.700016 34.921361, 135.700762 34.922497, 135.701248 34.923724, 135.701459 34.925002, 135.701389 34.92629, 135.701039 34.927548, 135.700421 34.928734, 135.699554 34.929811, 135.698467 34.930743, 135.697194 34.931501, 135.695777 34.932061, 135.69426 34.932404, 135.692693 34.93252))",í∑â™ìVê_ 800m radius,
POINT (135.687303 34.927443 0.0),ésóßí∑â™íÜäwçZ,544.9 m from í∑â™ìVê_
POINT (135.693591 34.918668 0.0),ï{óßâ≥åPçÇìôäwçZ,744.7 m from í∑â™ìVê_
POINT (135.703195 34.940496 0.0),êºå¸ì˙,
"POLYGON ((135.703195 34.947691, 135.701628 34.947575, 135.700111 34.947232, 135.698693 34.946672, 135.69742 34.945914, 135.696333 34.944982, 135.695466 34.943905, 135.694848 34.942719, 135.694498 34.941461, 135.694427 34.940173, 135.694639 34.938895, 135.695125 34.937668, 135.695871 34.936532, 135.696852 34.935524, 135.698037 34.934675, 135.699387 34.934014, 135.70086 34.933561, 135.702408 34.93333, 135.703982 34.93333, 135.70553 34.933561, 135.707003 34.934014, 135.708353 34.934675, 135.709538 34.935524, 135.710519 34.936532, 135.711265 34.937668, 135.711751 34.938895, 135.711963 34.940173, 135.711892 34.941461, 135.711542 34.942719, 135.710924 34.943905, 135.710057 34.944982, 135.70897 34.945914, 135.707697 34.946672, 135.706279 34.947232, 135.704762 34.947575, 135.703195 34.947691))",êºå¸ì˙ 800m radius,
POINT (135.701603 34.942114 0.0),ésóßèüéRíÜäwçZ,231.1 m from êºå¸ì˙
POINT (135.704736 34.953587 0.0),ìåå¸ì˙,
"POLYGON ((135.704736 34.960782, 135.703168 34.960666, 135.701651 34.960323, 135.700233 34.959763, 135.69896 34.959005, 135.697873 34.958073, 135.697006 34.956996, 135.696387 34.95581, 135.696037 34.954552, 135.695967 34.953264, 135.696178 34.951986, 135.696665 34.950759, 135.69741 34.949623, 135.698392 34.948615, 135.699577 34.947766, 135.700928 34.947105, 135.702401 34.946652, 135.703949 34.946421, 135.705523 34.946421, 135.707071 34.946652, 135.708544 34.947105, 135.709895 34.947766, 135.71108 34.948615, 135.712062 34.949623, 135.712807 34.950759, 135.713294 34.951986, 135.713505 34.953264, 135.713435 34.954552, 135.713085 34.95581, 135.712466 34.956996, 135.711599 34.958073, 135.710512 34.959005, 135.709239 34.959763, 135.707821 34.960323, 135.706304 34.960666, 135.704736 34.960782))",ìåå¸ì˙ 800m radius,
POINT (135.705382 34.958707 0.0),ésóßéõåÀíÜäwçZ,572.3 m from ìåå¸ì˙
POINT (135.701964 34.948913 0.0),éÑóßãûìsêºéRçÇìôäwçZ,577.9 m from ìåå¸ì˙
POINT (135.703192 34.963853 0.0),óåêºå˚,
"POLYGON ((135.703192 34.971048, 135.701624 34.970932, 135.700107 34.970589, 135.698689 34.970029, 135.697416 34.969271, 135.696328 34.968339, 135.695461 34.967262, 135.694842 34.966076, 135.694492 34.964818, 135.694422 34.96353, 135.694633 34.962252, 135.69512 34.961025, 135.695866 34.959889, 135.696847 34.958881, 135.698032 34.958032, 135.699383 34.957371, 135.700857 34.956918, 135.702405 34.956687, 135.703979 34.956687, 135.705527 34.956918, 135.707001 34.957371, 135.708352 34.958032, 135.709537 34.958881, 135.710518 34.959889, 135.711264 34.961025, 135.711751 34.962252, 135.711962 34.96353, 135.711892 34.964818, 135.711542 34.966076, 135.710923 34.967262, 135.710056 34.968339, 135.708968 34.969271, 135.707695 34.970029, 135.706277 34.970589, 135.70476 34.970932, 135.703192 34.971048))",óåêºå˚ 800m radius,
POINT (135.698275 34.96658 0.0),ésóßêºÉmâ™íÜäwçZ,541.0 m from óåêºå˚
POINT (135.705382 34.958707 0.0),ésóßéõåÀíÜäwçZ,606.0 m from óåêºå˚
POINT (135.709077 34.960577 0.0),ê^åæè@óåìÏäwâÄ óåìÏçÇìôäwçZïçëÆè¨äwçZ,648.3 m from óåêºå˚
POINT (135.70326 34.979467 0.0),åj,
"POLYGON ((135.70326 34.986662, 135.701692 34.986546, 135.700174 34.986203, 135.698756 34.985643, 135.697482 34.984885, 135.696395 34.983953, 135.695527 34.982876, 135.694909 34.98169, 135.694559 34.980432, 135.694488 34.979144, 135.6947 34.977866, 135.695186 34.976639, 135.695932 34.975503, 135.696914 34.974495, 135.698099 34.973646, 135.69945 34.972985, 135.700924 34.972532, 135.702473 34.972301, 135.704047 34.972301, 135.705596 34.972532, 135.70707 34.972985, 135.708421 34.973646, 135.709606 34.974495, 135.710588 34.975503, 135.711334 34.976639, 135.71182 34.977866, 135.712032 34.979144, 135.711961 34.980432, 135.711611 34.98169, 135.710993 34.982876, 135.710125 34.983953, 135.709038 34.984885, 135.707764 34.985643, 135.706346 34.986203, 135.704828 34.986546, 135.70326 34.986662))",åj 800m radius,
POINT (135.718334 34.992463 0.0),êºãûã…,
"POLYGON ((135.718334 34.999658, 135.716766 34.999542, 135.715248 34.999199, 135.713829 34.998639, 135.712556 34.997881, 135.711467 34.996949, 135.7106 34.995872, 135.709981 34.994686, 135.709631 34.993428, 135.709561 34.99214, 135.709772 34.990862, 135.710259 34.989635, 135.711005 34.988499, 135.711987 34.987491, 135.713172 34.986642, 135.714524 34.985981, 135.715998 34.985528, 135.717547 34.985297, 135.719121 34.985297, 135.72067 34.985528, 135.722144 34.985981, 135.723496 34.986642, 135.724681 34.987491, 135.725663 34.988499, 135.726409 34.989635, 135.726896 34.990862, 135.727107 34.99214, 135.727037 34.993428, 135.726687 34.994686, 135.726068 34.995872, 135.725201 34.996949, 135.724112 34.997881, 135.722839 34.998639, 135.72142 34.999199, 135.719902 34.999542, 135.718334 34.999658))",êºãûã… 800m radius,
POINT (135.718825 34.995601 0.0),ãûìsåıâÿíÜäwçZÅEçÇìôäwçZ,351.8 m from êºãûã…
POINT (135.723316 34.99082 0.0),ãûìsésóßêºãûã…íÜäwçZ,489.3 m from êºãûã…
POINT (135.73178 35.003566 0.0),êºâ@,
